Pdf url,Case Name,Jurisdiction of Settlement,Type of Settlement,Monetary Sanctions,Offenses-Alleged,Summary
https://star.worldbank.org/corruption-cases/printpdf/20438,Pfizer H.C.P. Corporation,"Bulgaria, Croatia, Kazakhstan, Russia",Criminal,Criminal Fine,"Conspiracy to Bribe Foreign Officials, Bribery of Foreign Officials","According to the US Department of Justice, ""Pfizer H.C.P. Corporation, an indirect wholly owned subsidiary of Pfizer Inc., has agreed to pay a $15 million penalty to resolve an investigation of Foreign Corrupt Practices Act (FCPAInc. and Wyeth LLC reached settlements today with the Securities and Exchange Commission (SEC) under which Pfizer Inc. agreed to pay more than $26.3 million in disgorgement of profits, including pre-judgment interest, to resolve concerns involving the conduct of its subsidiaries. Wyeth, which had been acquired by Pfizer Inc. in 2009, agreed to pay $18.8 million in disgorgement of profits, including pre-judgment interest, to resolve concerns involving the conduct of Wyeth subsidiaries. As part of the resolution, the department today filed a two-count criminal information charging Pfizer H.C.P. with conspiracy and violations of the FCPA in connection with improper payments made to government officials, including publicly-employed regulators and health care professionals in Bulgaria, Croatia, Kazakhstan and Russia. The department and Pfizer H.C.P. agreed to resolve the investigation by entering a broad range of improper payments to numerous government officials in Bulgaria, Croatia, Kazakhstan and Russia ? including hospital administrators, members of regulatory and purchasing committees and other health care professionals ? and sought to improperly influence government decisions in these countries regarding the approval and registration of Pfizer Inc. products, the award of pharmaceutical tenders and the level of sales of Pfizer Inc. products. According to court documents, Pfizer H.C.P. used numerous mechanisms to improperly influence government officials, including sham consulting contracts, an exclusive distributorship and improper travel and cash payments. Pfizer H.C.P. admitted that between 1997 and 2006, it paid more than $2 million of bribes to government officials in Bulgaria, Croatia, Kazakhstan and Russia. Pfizer H.C.P. also admitted that it made more than $7 million in profits as a result of the bribes."" (Source: US Department of Justice Press Release, ""Pfizer H.C.P. Corp. Agrees to Pay $15 Million Penalty to Resolve Foreign Bribery Investigation,"" August 7, 2012.)"
https://star.worldbank.org/corruption-cases/printpdf/20439,Pfizer H.C.P. Corporation,"Bulgaria, China, Croatia, Czech Republic, Italy, Kazakhstan, Russia, Serbia",Civil,Disgorgement of Profit; Prejudgment interest; Civil Penalty,Falsification of books and records; Internal controls violations,"According to the US Securities and Exchange Commission, the agency alleged that ""employees and agents of Pfizer?s subsidiaries in Bulgaria, China, Croatia, Czech Republic, Italy, Kazakhstan, Russia, and Serbia made improper payments to foreign officials to obtain regulatory and formulary approvals, sales, and increased prescriptions for the company?s pharmaceutical products. They tried to conceal the bribery by improperly recording the transactions in accounting records as legitimate expenses for promotional activities, marketing, training, travel and entertainment, clinical trials, freight, conferences, and advertising. The SEC separately charged another pharmaceutical company that Pfizer acquired a few years ago ? Wyeth LLC ? with its own FCPA violations. Pfizer and Wyeth agreed to separate settlements in which they will pay more than $45 million combined to settle their respective charges. In a parallel action, the Department of Justice announced that Pfizer H.C.P. Corporation agreed to pay a $15 million penalty to resolve its investigation of FCPA the District of Columbia, the misconduct dates back as far as 2001. Employees of Pfizer?s subsidiaries authorized and made cash payments and provided other incentives to bribe government doctors to utilize Pfizer products. In China, for example, Pfizer employees invited ?high-prescribing doctors? in the Chinese government to club-like meetings that included extensive recreational and entertainment activities to reward doctors? past product sales or prescriptions. Pfizer China also created various ?point programs? under which government doctors could accumulate points based on the number of Pfizer prescriptions they wrote. The points were redeemed for various gifts ranging from medical books to cell phones, tea sets, and reading glasses. In Croatia, Pfizer employees created a ?bonus program? for Croatian doctors who were employed in senior positions in Croatian government health care institutions. Once a doctor agreed to use Pfizer products, a percentage of the value purchased by a doctor?s institution would be funneled back to the doctor in the form of cash, international travel, or free products."" (Source: US SEC Press Release, ""SEC Charges Pfizer with FCPA Violations,"" August 7, 2012.)"
https://star.worldbank.org/corruption-cases/printpdf/20437,Petro Tiger / Knut Hammarskjold,Colombia,Criminal,"Criminal Fine, Criminal Restitution","US, Conspiracy to Commit ML","According to the US Department of Justice, Mr. Knut Hammarskjold, the former chief executive officer of PetroTiger Ltd., a British Virgin Islands oil and gas company with operations in Colombia and offices in New Jersey, pleaded guilty for his role in a scheme to pay bribes to foreign government officials and to defraud PetroTiger: ""According to the Colombia in exchange for the official?s assistance in securing approval for an oil services contract worth roughly $39 million. To conceal the bribes, the defendants allegedly first attempted to make the payments to a bank account in the name of the foreign official?s wife, for purported consulting services she did not perform. The charges allege that Sigelman and Hammarskjold provided Weisman invoices including her bank account information. The defendants made the payments directly to the official?s bank account when attempts to transfer the money to his wife?s account failed. In addition, court documents allege that the defendants attempted to secure kickback payments at the expense of several of PetroTiger?s board members. According to the criminal charges, the defendants were negotiating an acquisition of another company on behalf of PetroTiger, including on behalf of several members of PetroTiger?s board of directors who were helping to fund the acquisition. In exchange for negotiating a higher purchase price for the acquisition, two of the owners of the target company agreed to kick back to the defendants a portion of the increased purchase price. According to the charges, to conceal the kickback payments, the defendants had the payments deposited into Sigelman?s bank account in the Philippines, created a ?side letter? to falsely justify the payments, and used the code name ?Manila Split? to refer to the payments amongst themselves."" (Source: US DOJ Press Release, ""Former Chief Executive Officer of Oil Services Company Pleads Guilty to Foreign Bribery Charges,"" February 18, 2014.) Mr. Hammarskjold was ordered to pay $15,000 in criminal fine and $106,592.23 in restitution to Petro Tiger Ltd. (Source: US v. Hammarskjold, Case No. 14-cr-65 (D. NJ), Judgment filed September 14, 2015.)"
https://star.worldbank.org/corruption-cases/printpdf/20435,Petro Tiger / Gregory Weisman,Colombia,Criminal,Criminal Fine,Conspiracy to Bribe Foreign Officials and Wire Fraud,"According to the US Department of Justice, ""Two former chief executive officers of PetroTiger Ltd. ? a British Virgin Islands oil and gas company with operations in Colombia and offices in New Jersey ? have been charged for their alleged participation in a scheme to pay bribes to foreign government officials in violation of the Foreign Corrupt Practices Act (FCPA), to defraud PetroTiger, and to launder proceeds of those crimes. In addition, PetroTiger?s former general counsel pleaded guilty to bribery and fraud charges in connection with the same formerly of Miami and the Philippines, and Knut Hammarskjold, 42, of Greenville, S.C.; former general counsel Gregory Weisman, 42, of Moorestown, N.J., and others allegedly paid bribes to an official in Colombia in exchange for the official?s assistance in securing approval for an a criminal information charging one count of conspiracy to violate the FCPA and to commit PetroTiger?s bank account in the United States to the official?s bank account in Colombia to secure approval from Colombia?s state-owned and state-controlled oil company for a lucrative oil services contract in the country. According to the charges, to conceal the bribes, the defendants first attempted to make the payments to a bank account in the name of the foreign official?s wife, for purported consulting services she did not perform. The charges allege that Sigelman and Hammarskjold provided Weisman invoices including her bank account information. The defendants made the payments directly to the official?s bank account when attempts to transfer the money to his wife?s account failed. In addition, court documents allege that the defendants attempted to secure kickback payments at the expense of PetroTiger?s board members. According to the criminal charges, the defendants were negotiating an acquisition of another company on behalf of PetroTiger, including on behalf of several members of PetroTiger?s board of directors who were helping to fund the acquisition. In exchange for negotiating a higher purchase price for the acquisition, two of the owners of the target company agreed to kick back to the defendants a portion of the increased purchase price. According to the charges, to conceal the kickback payments, the defendants had the payments deposited into Sigelman?s bank account in the Philippines, created a ?side letter? to falsely justify the payments, and used the code name 'Manila Split' to refer to the payments amongst themselves."" (Source: US Department of Justice Press Release, ""Foreign Bribery Charges Unsealed Against Former Chief Executive Officers of Oil Services Company,"" January 6, 2014.) In September 2015, Mr. Weisman was ordered to pay $30,000 criminal fine and two years' probation. (Source: US v. Weisman, Case No. 13-cr-730 (D. NJ), Judgment filed September 14, 2015.)"
https://star.worldbank.org/corruption-cases/printpdf/20436,Petro Tiger / Joseph Sigelman,Colombia,Criminal,"Criminal Fine, Criminal Restitution","Conspiracy to Bribe Foreign Officials, Wire Fraud","According to the US Department of Justice, in 2015, the ""former co-chief executive officer (CEO) of PetroTiger Ltd. ? a British Virgin Islands oil and gas company with operations in Colombia and formerly with an office in New Jersey ? pleaded guilty today to conspiring to pay bribes to a foreign government official in violation of the Foreign Corrupt Practices Act (FCPAHammarskjold, PetroTiger?s former general counsel Gregory Weisman, and others to make illegal payments of $333,500 to David Duran, an employee of the Colombian national oil company, Ecopetrol. Sigelman admitted to making the payments in exchange for Duran?s assistance in securing a $45 million oil services contract for PetroTiger. Sigelman is the third former PetroTiger executive to plead guilty in the case. On Nov. 8, 2013, Weisman pleaded guilty to conspiracy to violate the FCPA and to commit wire fraud. On Feb. 18, 2014, Hammarskjold pleaded guilty to conspiracy to violate the FCPA and to commit wire fraud. The case was brought to the attention of the department through a voluntary disclosure by PetroTiger, which fully cooperated with the department?s investigation. Based on PetroTiger?s voluntary disclosure, cooperation, and remediation, among other factors, the department declined to prosecute PetroTiger."" (Source: US DOJ Press Release, ""Former Chief Executive Officer of Oil Services Company Pleads Guilty to Foreign Bribery Charge,"" June 5, 2015.)"
https://star.worldbank.org/corruption-cases/printpdf/20434,PBSJ Corporation / Wallid Hatoum,Qatar (and Morocco project),Civil,Civil Penalty,Bribery of foreign officials,"According to the US Securities and Exchange Commission, the agency agreed to a deferred prosecution agreement (DPA) with The PBSJ Corporation and issued a Cease and Desist Order against the company's former President Walid Hatoum. PBSJ is now known as The Atkins North America Holdings Corporation and no longer offers public stock in the U.S. According to the SEC, its ""investigation found that Walid Hatoum, who has agreed to settle the SEC?s charges, offered to funnel funds to a local company owned and controlled by a foreign official in order to secure two multi-million Qatari government contracts for PBSJ in 2009. The foreign official subsequently provided Hatoum and PBSJ?s international subsidiary with access to confidential sealed-bid and pricing information that enabled the PBSJ subsidiary to tender winning bids for a hotel resort development project in Morocco and a light proceeding against Hatoum, he also offered employment to a second foreign official in return for assistance as the bribery scheme began to unravel and PBSJ lost the hotel resort contract. Even though the bribes themselves were not consummated before the scheme was uncovered by the company, PBSJ earned approximately $2.9 million in illicit profits because it continued work on the light rail project until a replacement company could be found."" (US SEC Press Release, ""SEC Charges Former Executive at Tampa-Based Engineering Firm With FCPA Violations,"" January 22, 2015.)"
https://star.worldbank.org/corruption-cases/printpdf/20419,"Keyuan Petrochemicals, Inc. / Aichun Li",China,Civil,Civil Penalty,Falsification of Books and Records; Internal Controls Violations,"According to the US Securities and Exchange Commission, ""Keyuan Petrochemicals, Inc., a China-based issuer formed through a reverse merger in April 2010, with violations of the anti-fraud, reporting, books and records, and internal control provisions of the federal securities laws. The SEC further charged Aichun Li, Keyuan?s former Chief Financial Officer, with aiding and abetting Keyuan?s reporting and books and records violations and for failing to implement internal accounting controls. Keyuan and Li have agreed to settle the SEC?s claims against them. According to the SEC?s complaint, between May 2010 and January 2011, in what was its first year as a U.S. public company, Keyuan systematically failed to disclose in its SEC filings numerous material related party transactions, as required by U.S. Generally Accepted Accounting Principles (?GAAP?) and Commission rules and regulations. The related parties included the company?s three founding and controlling shareholders, including its current Chief Executive Officer, entities controlled by or affiliated with these persons, and entities controlled by Keyuan?s management or their family members. The related party transactions included sales of products, purchases of raw materials, loan guarantees, and short term financing. Keyuan also operated an off-balance sheet cash account that was kept off the company?s books by the former Vice President of Accounting. The account was used to pay for various items, including cash bonuses for senior officers and reimbursements to the CEO for business expenses, including travel, entertainment, and rent for an apartment. The account was also used to fund gifts?both cash and non-cash? for Chinese government officials. By failing to properly record these transactions on the company?s books and records, the company misstated its reported balances in its financial statements filed with the Commission. The SEC further alleges that Keyuan?s then-CFO Aichun Li, a resident of North Carolina, played a role in the company?s failure to disclose the related party transactions. Li was hired to ensure the company?s compliance with U.S. accounting and financial reporting regulations, and she received information and encountered red flags that should have indicated that the company was not properly identifying or disclosing related party transactions. Despite such knowledge, Li signed Keyuan?s registration statements and quarterly reports that failed to disclose material related party transactions."" (Source: SEC Litigation Release, ""Securities and Exchange Commission v. Keyuan Petrochemicals, Inc. and Aichun Li, Civil Action No. 13-cv-263 (D.D.C.), February 28, 2013.)"
https://star.worldbank.org/corruption-cases/printpdf/20433,PBSJ Corporation,Qatar,Civil,"Disgorgement of Profit, Prejudgment Interest, Civil Penalty","Bribery of foreign officials, falsification of books and records; internal controls violations","According to the US Securities and Exchange Commission, the agency agreed to a deferred prosecution agreement (DPA) with The PBSJ Corporation and issued a Cease and Desist Order against the company's former President Walid Hatoum. PBSJ is now known as The Atkins North America Holdings Corporation and no longer offers public stock in the U.S. According to the SEC, its ""investigation found that Walid Hatoum, who has agreed to settle the SEC?s charges, offered to funnel funds to a local company owned and controlled by a foreign official in order to secure two multi-million Qatari government contracts for PBSJ in 2009. The foreign official subsequently provided Hatoum and PBSJ?s international subsidiary with access to confidential sealed-bid and pricing information that enabled the PBSJ subsidiary to tender winning bids for a hotel resort development project in Morocco and a light proceeding against Hatoum, he also offered employment to a second foreign official in return for assistance as the bribery scheme began to unravel and PBSJ lost the hotel resort contract. Even though the bribes themselves were not consummated before the scheme was uncovered by the company, PBSJ earned approximately $2.9 million in illicit profits because it continued work on the light rail project until a replacement company could be found."" (US SEC Press Release, ""SEC Charges Former Executive at Tampa-Based Engineering Firm With FCPA Violations,"" January 22, 2015.)"
https://star.worldbank.org/corruption-cases/printpdf/20418,"Keyuan Petrochemicals, Inc.",China,Civil,Civil Penalty,Reporting provisions,"According to the US Securities and Exchange Commission, ""Keyuan Petrochemicals, Inc., a China-based issuer formed through a reverse merger in April 2010, with violations of the anti-fraud, reporting, books and records, and internal control provisions of the federal securities laws. The SEC further charged Aichun Li, Keyuan?s former Chief Financial Officer, with aiding and abetting Keyuan?s reporting and books and records violations and for failing to implement internal accounting controls. Keyuan and Li have agreed to settle the SEC?s claims against them. According to the SEC?s complaint, between May 2010 and January 2011, in what was its first year as a U.S. public company, Keyuan systematically failed to disclose in its SEC filings numerous material related party transactions, as required by U.S. Generally Accepted Accounting Principles (?GAAP?) and Commission rules and regulations. The related parties included the company?s three founding and controlling shareholders, including its current Chief Executive Officer, entities controlled by or affiliated with these persons, and entities controlled by Keyuan?s management or their family members. The related party transactions included sales of products, purchases of raw materials, loan guarantees, and short term financing. Keyuan also operated an off-balance sheet cash account that was kept off the company?s books by the former Vice President of Accounting. The account was used to pay for various items, including cash bonuses for senior officers and reimbursements to the CEO for business expenses, including travel, entertainment, and rent for an apartment. The account was also used to fund gifts?both cash and non-cash? for Chinese government officials. By failing to properly record these transactions on the company?s books and records, the company misstated its reported balances in its financial statements filed with the Commission. The SEC further alleges that Keyuan?s then-CFO Aichun Li, a resident of North Carolina, played a role in the company?s failure to disclose the related party transactions. Li was hired to ensure the company?s compliance with U.S. accounting and financial reporting regulations, and she received information and encountered red flags that should have indicated that the company was not properly identifying or disclosing related party transactions. Despite such knowledge, Li signed Keyuan?s registration statements and quarterly reports that failed to disclose material related party transactions."" (Source: SEC Litigation Release, ""Securities and Exchange Commission v. Keyuan Petrochemicals, Inc. and Aichun Li, Civil Action No. 13-cv-263 (D.D.C.), February 28, 2013.)"
https://star.worldbank.org/corruption-cases/printpdf/20417,JLT Specialty Limited,"Cameroon, China, Ecuador, Egypt, Gabon, Nigeria, Sudan, Unspecified West African countries",Administrative,Civil Penalty,Lack of Bribery Controls,"According to the UK Financial Conduct Authority's Final Notice, JLT Specialty Limited ""provides insurance broking, risk management and claims consulting services to a wide range of national and international corporate clients. 2.2. The Authority has found that JLTSL breached Principle 3 by failing to take reasonable care to organise and control its affairs responsibly and effectively, with adequate risk management systems and controls for countering the risks of bribery and corruption associated with making payments to overseas third parties that helped JLTSL win and retain business from overseas clients (?Overseas Introducers?) in that: (1) during the whole of the Relevant Period, JLTSL failed to conduct adequate due diligence before entering into a relationship with an Overseas Introducer. In particular JLTSL did not take adequate steps to assess whether the Overseas Introducer was connected with the clients it introduced and/or any public officials; (2) during the whole of the Relevant Period, JLTSL failed adequately to assess the risk associated with each piece of new insurance business introduced by an Overseas Introducer, which meant that JLTSL could not ensure that it took sufficient steps to counter the risk of bribery and corruption prior to making payments to Overseas Introducers; and (3) during the period 7 June 2011 to 9 May 2012 (?the Alarm Bells Period?), JLTSL failed adequately to implement its own anti-bribery and corruption policies, which resulted in the risk of JLTSL entering into higher risk relationships with Overseas Introducers without sufficient senior management oversight and approval. Moreover, JLTSL failed to carry out adequate checks, which would have enabled it to identify that its policies were not being implemented correctly. 2.3. The Authority has found no evidence to suggest that JLTSL has permitted any illicit payment or inducement to any Overseas Introducer during the Relevant Period, nor that JLT intended to permit any illicit payment or inducement to any Overseas Introducer during the Relevant Period."" (Source: UK FCA Final Notice, File Reference Number 310428, December 19, 2013.)"
https://star.worldbank.org/corruption-cases/printpdf/20415,Innospec / David Turner,"Indonesia, Iraq",Criminal,Legal Costs,Conspiracy to bribe foreign officials,"According to the UK Serious Fraud Office, ""Four men were today sentenced for their roles in bribing state officials in Indonesia and Iraq, following a Serious Fraud Office investigation into Associated Octel Corporation (subsequently renamed Innospec). Dennis Kerrison, 69, of Chertsey, Surrey, was sentenced to 4 years in prison. Paul Jennings, 57, of Neston, Cheshire, was sentenced to 2 years in prison. Miltiades Papachristos, 51 of Thessaloniki, Greece, was sentenced to 18 months in prison. David Turner, 59, of Newmarket, Suffolk, was sentenced to a 16 month suspended sentence with 300 hours unpaid work Mr Kerrison and Dr Papachristos were convicted of conspiracy to commit corruption in June 2014 in relation to Indonesia only. Mr Jennings pleaded guilty in June 2012 to two charges of conspiracy to commit corruption and in July 2012 to a further charge of conspiracy to commit corruption in relation to Indonesia and Iraq. Dr Turner pleaded guilty to three charges of conspiracy to defendants, HHJ Goymer said: ?Corruption in this company was endemic, institutionalised and ingrained? but despite being a separate legal entity it is not an automated machine? bribing state officials in Indonesia and was fined $12.7 million in England with additional penalties being imposed in the USA. Dr Turner was also ordered to pay £10,000 towards prosecution costs and Mr Jennings was ordered to pay £5000 towards these costs. Dr Turner and Mr Jennings have already been subject to disgorgement pay £5000 towards these costs. Dr Turner and Mr Jennings have already been subject to disgorgement of benefit by the US Securities and Exchange Commission. The matter of costs for Mr Kerrison and Dr Papachristos has been adjourned pending the hearing of confiscation proceedings against them."" (Source: UK Serious Fraud Office Press Reease, ""Four sentenced for role in Innospec corruption,"" August 4, 2014.)"
https://star.worldbank.org/corruption-cases/printpdf/20416,Innospec / Paul Jennings,"Indonesia, Iraq",Criminal,Legal Costs,Conspiracy to bribe foreign officials,"According to the UK Serious Fraud Office, ""Four men were today sentenced for their roles in bribing state officials in Indonesia and Iraq, following a Serious Fraud Office investigation into Associated Octel Corporation (subsequently renamed Innospec). Dennis Kerrison, 69, of Chertsey, Surrey, was sentenced to 4 years in prison. Paul Jennings, 57, of Neston, Cheshire, was sentenced to 2 years in prison. Miltiades Papachristos, 51 of Thessaloniki, Greece, was sentenced to 18 months in prison. David Turner, 59, of Newmarket, Suffolk, was sentenced to a 16 month suspended sentence with 300 hours unpaid work Mr Kerrison and Dr Papachristos were convicted of conspiracy to commit corruption in June 2014 in relation to Indonesia only. Mr Jennings pleaded guilty in June 2012 to two charges of conspiracy to commit corruption and in July 2012 to a further charge of conspiracy to commit corruption in relation to Indonesia and Iraq. Dr Turner pleaded guilty to three charges of conspiracy to defendants, HHJ Goymer said: ?Corruption in this company was endemic, institutionalised and ingrained? but despite being a separate legal entity it is not an automated machine? bribing state officials in Indonesia and was fined $12.7 million in England with additional penalties being imposed in the USA. Dr Turner was also ordered to pay £10,000 towards prosecution costs and Mr Jennings was ordered to pay £5000 towards these costs. Dr Turner and Mr Jennings have already been subject to disgorgement pay £5000 towards these costs. Dr Turner and Mr Jennings have already been subject to disgorgement of benefit by the US Securities and Exchange Commission. The matter of costs for Mr Kerrison and Dr Papachristos has been adjourned pending the hearing of confiscation proceedings against them."" (Source: UK Serious Fraud Office Press Reease, ""Four sentenced for role in Innospec corruption,"" August 4, 2014.)"
https://star.worldbank.org/corruption-cases/printpdf/20414,Ignacio Cueto Plaza,Argentina,Civil,Civil Penalty,"Falsification of books and records, Internal controls violations","According to the US Securities and Exchange Commission Administrative Summary, ""An SEC investigation found that Ignacio Cueto Plaza, who was serving as president and chief operating officer at the time, authorized a sham consulting agreement and the company wired $1.15 million in payments to the consultant?s Virginia-based brokerage account. The unsigned agreement falsely stated that the consultant would undertake a study of existing air routes in Argentina. Cueto knew no such study would be performed and the consultant instead agreed to help settle the labor dispute, and Cueto also nderstood it was possible that the consultant would pass a portion of the payments along to union officials in Argentina. Cueto pproved the payments to get the unions to abandon their threats to enforce the single-function rule and to get them to accept a wage increase lower than the amount asked for in negotiations."" (Source: US SEC Administrative Summary, ""Airline Executive Settles FCPA Charges,"" February 4, 2016.)"
https://star.worldbank.org/corruption-cases/printpdf/20413,IAP Worldwide Services Inc.,Kuwait,Criminal,Ciminal Penalty,Conspiracy to bribe foreign officials,"According to the US Department of Justice, ""A Florida defense and government contracting company, IAP Worldwide Services Inc. (IAP), entered into a nonprosecution agreement and agreed to pay a $7.1 million penalty to resolve the government?s investigation into whether the company conspired to bribe Kuwaiti officials in order to secure a government contract. violate the Foreign Corrupt Practices Act (FCPAIn 2004, Kuwait?s Ministry of the Interior (MOI) initiated the Kuwait Security Program (KSP), a project that was intended to provide nationwide surveillance capabilities for several Kuwaiti government agencies primarily through the use of closed circuit television. The project was divided into two phases: a planning and feasibility period called ?Phase I? and an installation period called ?Phase II.? The MOI was responsible for overseeing the KSP, including selecting contractors to facilitate its implementation. Revenues from the Phase II contract were expected to be substantially greater than from Phase I. According to admissions made in connection with both the nonprosecution agreement and Rama?s plea agreement, IAP and Rama schemed to ensure that IAP worked as the consultant for Phase I so that it could tailor the requirements for the Phase II contracts to IAP?s strengths, which would give the company an advantage in the Phase II bidding. To that end, both IAP and Rama admitted that in February 2006, executives and senior employees of IAP, including Rama, set up a shell company called ?Ramaco? to bid on Phase I, in part to conceal IAP?s role in crafting the Phase II requirements and its conflict of interest in connection with securing the Phase II contract. Ultimately, Ramaco secured the Phase I contract for approximately $4 million. According to admissions made in connection with both agreements, the Rama and IAP agreed that half of that amount would be diverted to a consultant who would pay bribes to Kuwaiti government officials to assist IAP in obtaining and retaining the Phase I contract and to obtain the Phase II contract. IAP and Rama admitted that they disguised the payments by transferring funds Ramaco received to an IAP bank account and then to the consultant through a series of accounts and intermediaries. According to the factual statements incorporated into both the nonprosecution agreement and Rama?s plea agreement, between September 2006 and March 2008, IAP and its coconspirators paid the consultant approximately $1,783,688 understanding that some or all of the funds would be used to bribe Kuwaiti government officials."" (Source: DOJ Press Release, ""IAP Worldwide Services Inc. Resolves Foreign Corrupt Practices Act investigation,"" June 16, 2015.) According to the Nonprosecution Agreement, the company agreed to pay the monetary penalty in the present value amount of $7,100,000 to the United States Treasury over a period of three years. (Source: Nonprosecution Agreement of June 15, 2015)."
https://star.worldbank.org/corruption-cases/printpdf/20401,FLIR Systems,Saudi Arabia,Civil,"Disgorgement of Profits, Prejudgment Interest, civil Penalty",Bribery of Foreign Officials; Falsification of Books and Records; Internal Controls Violations,"According to the US Securities and Exchange Commission, FLIR Systems, Inc. is an Oregon-based corporation founded in 1978 which develops infrared technology for use in thermal imaging and other sensing products and systems, night vision, and camera systems for government and commercial customers. ""According to the SEC?s order instituting a settled administrative proceeding against FLIR, the company had few internal controls over gifts and travel out of its foreign sales offices. Two employees in its Dubai office provided expensive watches to government officials with the Saudi Arabia Ministry of Interior in 2009, and they arranged for the company to pay for a 20-night excursion by Saudi officials that included stops in Casablanca, Paris, Dubai, Beirut, and New York City. The value of the gifts and the extent and nature of the travel were falsely recorded in FLIR?s books and records as legitimate business expenses, and the company?s internal controls failed to catch the improper payments despite documentation suggesting that extravagant gifts and travel were being provided. The SEC?s order finds that from 2008 to 2010, FLIR paid approximately $40,000 for additional travel by Saudi government officials, including multiple New Year?s Eve trips to Dubai with airfare, hotel, and expensive dinners and drinks. FLIR also accepted cursory invoices from a FLIR company partner without any supporting documentation to pay extended travel of Egyptian officials in mid-2011."" (Source: US SEC Press Release, ""SEC Charges Oregon-Based Defense Contractor With FCPA Violations,"" April 8, 2015.)"
https://star.worldbank.org/corruption-cases/printpdf/20403,FLIR Systems / Yasser Ramahi,Saudi Arabia,Civil,Civil Penalty,Bribery of Foreign Officials; Falsification of Books and Records; Internal Controls Violations,"According to the US Securities and Exchange Commission, ""FLIR is headquartered in Oregon and produces thermal imaging, night vision, and infrared cameras and sensor systems. According to the SEC?s order instituting a settled administrative proceeding, FLIR entered into a multi-million dollar contract to provide thermal binoculars to the Saudi government in November 2008. Timms and Ramahi were the primary sales employees responsible for the contract, and also were involved in negotiations to sell FLIR?s security cameras to the same government officials. At the time, Timms was the head of FLIR?s Middle East office in Dubai and Ramahi reported to him. The SEC?s order finds that Timms and Ramahi traveled to Saudi Arabia in March 2009 and provided five officials with expensive luxury watches during meetings to discuss several business opportunities. Timms and Ramahi believed these officials were important to sales of both the binoculars and the security cameras. A few months later, they arranged for key officials, including two who received watches, to embark on what Timms referred to as a ?world tour? of personal travel before and after they visited FLIR?s Boston facilities for a factory equipment inspection that was a key condition to fulfillment of the contract. The officials traveled for 20 nights with stops in Casablanca, Paris, Dubai, Beirut, and New York City. There was no business purpose for the stops outside of Boston, and the airfare and hotel accommodations were paid for by FLIR. Prior to providing the gifts and travel to the Saudi Arabian officials, Ramahi and Timms each had taken FCPA training at the company that specifically identified luxury watches and side trips as prohibited gifts. According to the SEC?s order, when FLIR?s finance department flagged the expense reimbursement request for the watches during an unrelated review of expenses in the Dubai office and questioned the $7,000 cost, Timms and Ramahi obtained a second, fabricated invoice showing a cost of 7,000 Saudi Riyal (approximately $1,900 in U.S. dollars) instead of the true cost of $7,000 in U.S. dollars. They directed FLIR?s local third-party agent to provide false information to the company to back up their story that the original submission was merely a mistake. Ramahi and Timms also falsely claimed that FLIR?s payment for the world tour had been a billing mistake by FLIR?s travel agent, and again used false documentation and FLIR?s third-party agent to bolster their cover-up efforts."" (Source: US SEC Press Release, ""SEC Sanctions Two Former Defense Contractor Employees for FCPA Violations,"" November 17, 2014.)"
https://star.worldbank.org/corruption-cases/printpdf/20402,FLIR Systems / Stephen Tims,Saudi Arabia,Civil,Civil Penalty,Bribery of Foreign Officials; Falsification of Books and Records; Internal Controls Violations,"According to the US Securities and Exchange Commission, ""FLIR is headquartered in Oregon and produces thermal imaging, night vision, and infrared cameras and sensor systems. According to the SEC?s order instituting a settled administrative proceeding, FLIR entered into a multi-million dollar contract to provide thermal binoculars to the Saudi government in November 2008. Timms and Ramahi were the primary sales employees responsible for the contract, and also were involved in negotiations to sell FLIR?s security cameras to the same government officials. At the time, Timms was the head of FLIR?s Middle East office in Dubai and Ramahi reported to him. The SEC?s order finds that Timms and Ramahi traveled to Saudi Arabia in March 2009 and provided five officials with expensive luxury watches during meetings to discuss several business opportunities. Timms and Ramahi believed these officials were important to sales of both the binoculars and the security cameras. A few months later, they arranged for key officials, including two who received watches, to embark on what Timms referred to as a ?world tour? of personal travel before and after they visited FLIR?s Boston facilities for a factory equipment inspection that was a key condition to fulfillment of the contract. The officials traveled for 20 nights with stops in Casablanca, Paris, Dubai, Beirut, and New York City. There was no business purpose for the stops outside of Boston, and the airfare and hotel accommodations were paid for by FLIR. Prior to providing the gifts and travel to the Saudi Arabian officials, Ramahi and Timms each had taken FCPA training at the company that specifically identified luxury watches and side trips as prohibited gifts. According to the SEC?s order, when FLIR?s finance department flagged the expense reimbursement request for the watches during an unrelated review of expenses in the Dubai office and questioned the $7,000 cost, Timms and Ramahi obtained a second, fabricated invoice showing a cost of 7,000 Saudi Riyal (approximately $1,900 in U.S. dollars) instead of the true cost of $7,000 in U.S. dollars. They directed FLIR?s local third-party agent to provide false information to the company to back up their story that the original submission was merely a mistake. Ramahi and Timms also falsely claimed that FLIR?s payment for the world tour had been a billing mistake by FLIR?s travel agent, and again used false documentation and FLIR?s third-party agent to bolster their cover-up efforts."" (Source: US SEC Press Release, ""SEC Sanctions Two Former Defense Contractor Employees for FCPA Violations,"" November 17, 2014.)"
